日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
110/08/13,"457,392,302","62,133,280,280",133.00,140.00,131.00,133.00,-0.50,"180,689",
110/08/16,"302,376,585","39,853,392,553",135.00,136.50,125.00,126.00,-7.00,"122,425",
110/08/17,"187,972,500","24,001,265,341",129.00,131.00,123.00,124.50,-1.50,"81,289",
110/08/18,"325,683,248","42,428,534,457",123.50,136.50,121.00,136.50,+12.00,"142,925",
110/08/19,"348,450,855","46,107,230,600",135.00,137.50,126.00,126.50,-10.00,"162,153",
110/08/20,"186,507,131","24,047,947,969",129.50,131.50,126.00,130.50,+4.00,"83,289",
110/08/23,"277,174,770","38,774,782,606",134.50,143.00,134.50,139.50,+9.00,"128,920",
110/08/24,"228,328,850","31,662,826,100",143.50,144.00,134.00,134.50,-5.00,"109,997",
110/08/25,"130,787,471","17,799,279,411",135.50,139.50,132.50,138.50,+4.00,"63,381",
110/08/26,"150,047,479","20,658,294,958",138.50,142.00,134.00,140.00,+1.50,"69,383",
110/08/27,"134,991,647","18,579,390,988",137.00,141.00,135.00,137.00,-3.00,"65,042",
110/08/30,"69,277,634","9,553,051,326",138.50,140.00,136.00,136.00,-1.00,"30,980",
110/08/31,"121,512,169","16,248,263,294",136.50,138.00,130.50,133.50,-2.50,"55,384",
110/09/01,"164,203,338","20,999,798,835",134.00,134.50,125.00,125.00,-8.50,"85,237",
110/09/02,"124,171,674","15,524,236,289",123.00,127.50,121.00,126.00,+1.00,"60,556",
110/09/03,"138,897,863","16,947,156,620",127.00,128.00,118.50,120.50,-5.50,"72,012",
110/09/06,"154,415,424","17,967,476,519",120.00,120.50,113.00,113.00,-7.50,"70,860",
110/09/07,"213,772,501","25,639,846,135",117.00,123.50,116.00,120.50,+7.50,"93,210",
110/09/08,"128,898,874","15,500,384,045",120.50,122.50,117.50,122.00,+1.50,"55,137",
110/09/09,"80,048,856","9,655,693,361",121.50,123.00,119.00,121.50,-0.50,"32,200",
110/09/10,"118,693,486","14,601,348,741",120.50,126.50,119.50,125.50,+4.00,"52,376",
110/09/13,"86,871,042","10,997,604,873",127.00,128.50,124.50,124.50,-1.00,"39,897",
110/09/14,"95,802,190","11,621,498,430",126.00,126.50,117.00,117.50,-7.00,"45,923",
110/09/15,"105,199,430","12,441,566,711",118.50,123.00,114.50,121.50,+4.00,"44,930",
110/09/16,"58,751,811","7,023,088,637",121.50,121.50,118.00,118.00,-3.50,"25,920",
110/09/17,"118,643,956","14,489,527,362",118.50,124.00,118.00,123.00,+5.00,"41,986",
110/09/22,"68,755,338","8,258,733,228",120.00,122.50,119.00,119.50,-3.50,"29,046",
110/09/23,"52,591,117","6,425,049,526",122.00,123.50,120.50,121.50,+2.00,"22,515",
110/09/24,"93,202,433","11,734,928,439",123.50,128.00,123.00,126.50,+5.00,"43,364",
110/09/27,"82,955,901","10,531,329,586",129.00,130.00,124.50,124.50,-2.00,"35,767",
110/09/28,"72,303,491","8,686,142,794",120.50,121.50,119.00,119.00,-5.50,"34,603",
110/09/29,"71,067,782","8,355,117,515",115.50,120.00,115.50,116.50,-2.50,"36,490",
110/09/30,"48,131,235","5,691,205,063",118.00,120.00,116.50,119.50,+3.00,"21,599",
110/10/01,"163,128,685","18,122,355,394",116.00,116.50,108.00,108.00,-11.50,"79,808",
110/10/04,"203,393,644","20,450,859,544",108.00,108.00,97.20,97.20,-10.80,"99,037",
110/10/05,"203,335,863","19,451,236,550",91.30,101.00,90.70,98.20,+1.00,"97,812",
110/10/06,"134,727,217","12,837,204,749",99.60,99.70,92.40,92.50,-5.70,"69,166",
110/10/07,"142,426,703","13,966,228,950",96.10,101.00,95.40,98.50,+6.00,"72,286",
110/10/08,"100,334,134","9,764,182,649",99.50,99.80,95.00,96.80,-1.70,"52,288",
110/10/12,"145,444,246","13,072,146,702",93.80,94.60,87.20,87.40,-9.40,"73,206",
110/10/13,"140,265,898","12,686,723,519",90.80,93.50,88.40,88.50,+1.10,"66,707",
110/10/14,"153,410,564","14,035,231,934",91.20,94.70,87.30,92.40,+3.90,"79,235",
110/10/15,"86,190,788","7,975,771,367",93.10,94.00,91.50,92.30,-0.10,"40,881",
110/10/18,"175,099,924","15,190,216,166",90.40,90.40,83.60,89.00,-3.30,"83,707",
110/10/19,"82,507,998","7,377,187,818",88.80,90.60,88.00,88.00,-1.00,"44,195",
110/10/20,"67,461,836","6,057,481,464",89.50,91.20,88.10,88.30,+0.30,"33,430",
110/10/21,"52,515,027","4,717,314,773",89.20,90.90,88.70,89.30,+1.00,"26,048",
110/10/22,"108,029,760","9,337,863,805",89.60,90.00,84.60,85.10,-4.20,"55,677",
110/10/25,"118,776,441","10,479,199,222",84.00,91.30,83.60,89.50,+4.40,"59,047",
110/10/26,"75,382,034","6,798,982,331",90.50,91.60,88.50,90.40,+0.90,"37,148",
110/10/27,"46,820,787","4,188,929,063",89.30,90.30,88.60,89.30,-1.10,"24,422",
110/10/28,"85,763,452","7,857,461,891",89.40,93.50,89.40,90.60,+1.30,"43,364",
110/10/29,"149,098,994","14,129,984,318",92.00,98.30,91.50,96.50,+5.90,"71,309",
110/11/01,"105,899,719","10,469,187,769",98.50,101.00,97.00,98.00,+1.50,"56,102",
110/11/02,"117,563,522","11,877,197,719",99.40,103.50,98.60,101.50,+3.50,"59,473",
110/11/03,"168,912,998","18,070,911,658",103.00,110.50,102.50,108.50,+7.00,"81,122",
110/11/04,"130,037,993","14,262,491,117",112.00,113.00,105.50,106.00,-2.50,"62,823",
110/11/05,"88,153,561","9,381,027,579",107.00,108.50,103.50,107.50,+1.50,"39,323",
110/11/08,"197,241,511","22,125,536,297",112.50,118.00,107.00,118.00,+10.50,"79,205",
110/11/09,"204,506,755","24,027,215,814",116.50,120.50,115.00,116.00,-2.00,"87,268",
110/11/10,"144,624,187","16,976,294,790",115.50,120.50,115.00,115.00,-1.00,"58,851",
110/11/11,"180,798,159","20,112,937,973",115.00,117.50,103.50,106.00,-9.00,"79,872",
110/11/12,"112,220,024","12,083,888,837",108.00,109.50,105.00,106.50,+0.50,"50,762",
110/11/15,"67,359,554","7,215,203,154",109.50,110.00,105.00,105.00,-1.50,"28,570",
110/11/16,"89,125,339","9,610,752,136",105.50,110.00,104.50,110.00,+5.00,"37,629",
110/11/17,"76,432,870","8,276,577,705",110.00,110.50,106.00,107.50,-2.50,"32,385",
110/11/18,"61,108,380","6,696,493,985",107.50,111.50,107.00,109.50,+2.00,"27,720",
110/11/19,"65,882,528","7,190,919,991",110.00,112.00,107.00,107.50,-2.00,"28,521",
110/11/22,"84,115,329","9,310,920,646",109.00,113.00,108.00,110.50,+3.00,"34,290",
110/11/23,"66,704,289","7,458,258,978",111.00,113.50,110.00,111.00,+0.50,"26,359",
110/11/24,"40,227,980","4,472,009,936",111.50,112.50,110.00,111.00, 0.00,"17,937",
110/11/25,"83,332,874","9,515,701,720",111.50,116.00,111.00,114.50,+3.50,"37,700",
110/11/26,"108,354,144","12,043,227,323",114.50,116.00,108.00,108.50,-6.00,"49,927",
110/11/29,"88,996,018","9,843,661,953",108.50,112.50,108.50,110.00,+1.50,"37,387",
110/11/30,"84,391,288","9,643,154,961",113.50,115.50,112.50,115.50,+5.50,"31,126",
110/12/01,"60,402,879","6,963,805,824",116.00,117.00,114.00,115.00,-0.50,"27,165",
110/12/02,"200,888,984","24,266,444,843",115.00,125.50,114.50,122.00,+7.00,"95,239",
110/12/03,"124,056,099","15,292,750,696",124.50,126.00,120.50,121.00,-1.00,"63,207",
110/12/06,"124,412,153","15,659,996,436",122.50,128.00,122.50,125.50,+4.50,"54,974",
110/12/07,"138,929,377","17,627,485,302",126.50,129.00,124.00,126.50,+1.00,"62,923",
110/12/08,"133,479,920","17,168,829,342",129.50,131.50,125.00,127.00,+0.50,"59,083",
110/12/09,"69,770,018","8,910,153,998",129.00,129.50,125.50,128.50,+1.50,"31,210",
110/12/10,"72,775,956","9,109,362,218",126.50,127.00,123.50,124.00,-4.50,"35,982",
110/12/13,"89,254,407","11,411,030,724",126.00,130.00,125.50,127.50,+3.50,"37,075",
110/12/14,"116,713,442","14,354,078,150",127.50,128.50,120.00,120.00,-7.50,"53,946",
110/12/15,"63,596,255","7,716,414,993",120.50,123.00,119.00,122.50,+2.50,"28,275",
110/12/16,"47,826,740","5,899,829,493",124.00,125.00,122.00,122.00,-0.50,"19,378",
110/12/17,"51,418,685","6,392,332,925",123.00,126.00,122.50,123.50,+1.50,"22,817",
110/12/20,"44,854,340","5,502,783,523",123.50,124.50,120.50,122.00,-1.50,"18,833",
110/12/21,"56,124,416","6,970,782,216",122.50,126.00,121.00,125.50,+3.50,"23,667",
110/12/22,"29,633,252","3,705,347,463",126.00,126.00,124.00,124.00,-1.50,"14,304",
110/12/23,"35,129,176","4,360,669,955",125.50,126.50,122.50,122.50,-1.50,"14,479",
110/12/24,"25,691,562","3,158,010,264",123.50,124.50,122.00,122.50, 0.00,"13,177",
110/12/27,"21,460,900","2,640,522,215",123.50,124.00,122.00,122.50, 0.00,"9,813",
110/12/28,"56,247,714","7,057,509,415",124.00,127.00,123.50,125.00,+2.50,"25,822",
110/12/29,"39,155,844","4,908,882,398",126.00,127.00,124.00,124.50,-0.50,"17,071",
110/12/30,"82,365,967","10,016,129,186",124.50,125.00,120.00,121.00,-3.50,"37,965",
111/01/03,"106,847,363","12,358,012,215",120.00,120.50,113.00,114.50,-6.50,"49,826",
111/01/04,"36,842,221","4,231,511,002",115.00,116.00,113.50,115.50,+1.00,"18,324",
111/01/05,"35,370,415","4,082,531,434",115.00,117.00,113.50,115.00,-0.50,"15,720",
111/01/06,"35,949,650","4,137,080,447",113.50,117.00,113.50,114.50,-0.50,"17,427",
111/01/07,"37,537,894","4,259,582,483",115.50,116.00,111.00,113.50,-1.00,"18,334",
111/01/10,"47,052,376","5,246,162,433",111.50,114.50,109.00,111.50,-2.00,"26,136",
111/01/11,"41,157,881","4,638,524,473",112.00,115.00,110.50,112.00,+0.50,"20,677",
111/01/12,"54,098,310","5,946,855,684",113.50,114.00,107.50,108.00,-4.00,"27,703",
111/01/13,"47,851,401","5,123,374,925",108.50,109.50,105.00,105.00,-3.00,"23,844",
111/01/14,"56,255,848","5,931,518,806",105.00,107.50,103.00,107.50,+2.50,"26,363",
111/01/17,"30,165,379","3,182,571,144",106.00,106.50,104.50,105.50,-2.00,"14,159",
111/01/18,"31,750,041","3,376,093,864",104.50,108.00,104.00,106.50,+1.00,"15,252",
111/01/19,"51,633,198","5,409,286,074",105.00,107.50,103.00,104.00,-2.50,"24,567",
111/01/20,"28,239,312","2,945,151,104",104.00,105.50,103.50,104.00, 0.00,"13,572",
111/01/21,"65,444,819","6,588,699,602",103.00,103.50,99.00,99.00,-5.00,"35,098",
111/01/24,"48,844,903","4,822,653,132",97.00,101.00,96.50,99.90,+0.90,"27,132",
111/01/25,"48,479,775","4,713,072,553",99.00,99.10,95.10,95.10,-4.80,"30,590",
111/01/26,"51,052,198","5,027,735,186",96.10,99.90,96.10,98.60,+3.50,"28,913",
111/02/07,"59,599,708","6,212,954,238",100.50,108.00,100.00,108.00,+9.40,"27,856",
111/02/08,"155,773,014","17,464,295,038",109.00,116.50,108.50,112.50,+4.50,"73,895",
111/02/09,"62,258,473","7,037,252,498",114.00,115.50,111.00,112.00,-0.50,"32,762",
111/02/10,"42,037,390","4,756,166,154",113.50,114.50,111.50,114.00,+2.00,"20,697",
111/02/11,"55,575,401","6,300,097,566",114.00,115.00,112.00,112.00,-2.00,"25,430",
111/02/14,"71,168,031","8,045,285,402",111.50,115.50,110.50,110.50,-1.50,"36,415",
111/02/15,"31,536,018","3,510,048,757",112.00,112.50,110.50,111.00,+0.50,"14,274",
111/02/16,"30,104,071","3,398,955,949",113.50,113.50,112.00,112.50,+1.50,"13,468",
111/02/17,"39,731,108","4,492,414,012",113.00,114.50,111.50,112.00,-0.50,"18,621",
111/02/18,"103,926,646","11,971,724,822",112.00,118.00,111.00,116.50,+4.50,"46,970",
111/02/21,"102,001,908","12,160,108,157",117.50,121.00,117.00,119.50,+3.00,"48,602",
111/02/22,"105,006,811","11,967,615,771",117.50,118.00,110.00,113.50,-6.00,"50,437",
111/02/23,"58,830,056","6,804,900,912",114.50,117.00,114.00,116.00,+2.50,"26,915",
111/02/24,"74,680,804","8,478,095,954",113.50,117.00,110.50,112.50,-3.50,"38,157",
111/02/25,"67,284,210","7,797,290,752",117.00,117.00,114.00,115.50,+3.00,"28,499",
111/04/01,"51,446,320","6,444,245,810",123.50,127.00,122.50,126.50,+2.00,"24,186",
111/04/06,"35,725,094","4,416,742,433",124.00,124.50,123.00,123.50,-3.00,"21,863",
111/04/07,"55,311,208","6,667,492,977",121.50,123.00,119.00,119.00,-4.50,"40,645",
111/04/08,"49,997,871","6,151,879,745",120.50,124.50,120.50,124.00,+5.00,"25,200",
111/04/11,"45,198,189","5,564,518,536",123.50,125.00,121.50,121.50,-2.50,"22,572",
111/04/12,"56,366,056","6,791,976,539",122.00,122.50,119.50,120.00,-1.50,"28,096",
111/04/13,"48,707,320","6,018,044,080",122.00,124.50,121.50,124.50,+4.50,"23,720",
111/04/14,"42,501,887","5,258,139,198",126.00,126.00,122.00,122.00,-2.50,"20,581",
111/04/15,"33,154,956","4,088,037,332",121.50,124.50,121.00,124.00,+2.00,"17,233",
111/04/18,"33,906,247","4,128,830,388",124.00,124.50,121.00,121.00,-3.00,"18,497",
111/04/19,"32,435,727","4,002,237,232",122.50,124.50,122.50,123.00,+2.00,"15,564",
111/04/20,"36,699,922","4,552,383,334",124.50,125.00,123.00,123.50,+0.50,"16,914",
111/04/21,"48,218,226","6,057,536,384",125.00,127.00,124.50,125.00,+1.50,"25,474",
111/04/22,"56,011,254","7,046,892,248",124.00,127.50,123.50,126.50,+1.50,"29,020",
111/04/25,"63,601,955","7,780,084,608",124.00,125.00,120.50,121.50,-5.00,"35,025",
111/04/26,"31,426,229","3,828,378,577",123.00,123.50,121.00,121.00,-0.50,"17,246",
111/04/27,"46,921,943","5,610,149,064",118.00,122.00,117.00,121.00, 0.00,"25,214",
111/04/28,"25,814,548","3,136,941,524",122.00,122.50,120.00,120.50,-0.50,"15,058",
111/04/29,"86,552,821","10,849,082,392",122.50,126.50,122.00,126.00,+5.50,"40,849",
111/05/03,"35,870,547","4,515,160,072",126.50,127.00,124.50,126.50,+0.50,"17,934",
111/05/04,"77,235,245","10,039,915,297",128.00,131.00,127.50,130.00,+3.50,"39,541",
111/05/05,"71,343,984","9,326,010,321",132.00,133.00,129.00,130.00, 0.00,"33,857",
111/05/06,"56,975,748","7,348,787,487",127.00,131.00,126.50,130.50,+0.50,"29,266",
111/05/09,"72,026,103","9,185,755,359",130.00,130.50,126.00,126.00,-4.50,"32,898",
111/05/10,"56,161,237","7,056,851,222",123.00,128.00,122.50,127.50,+1.50,"26,685",
111/05/11,"39,476,085","4,941,418,375",126.00,127.00,124.00,124.00,-3.50,"30,265",
111/05/12,"51,889,498","6,364,387,973",124.50,126.00,120.50,121.00,-3.00,"27,661",
111/05/13,"27,638,320","3,416,098,506",123.50,124.50,122.50,123.50,+2.50,"14,461",
111/05/16,"73,018,667","8,745,086,998",122.00,122.50,118.50,119.00,-4.50,"42,427",
111/05/17,"61,401,159","7,206,250,670",118.50,119.50,116.00,116.50,-2.50,"38,552",
111/05/18,"30,788,581","3,622,420,569",118.00,118.50,117.00,117.50,+1.00,"18,185",
111/05/19,"56,340,316","6,404,266,411",114.50,115.50,112.00,115.00,-2.50,"32,134",
111/05/20,"37,392,501","4,392,453,932",116.50,119.00,116.00,117.50,+2.50,"21,490",
111/05/23,"134,591,596","16,789,477,375",119.50,128.00,119.00,127.00,+9.50,"68,896",
111/05/24,"71,969,235","9,130,057,648",128.00,128.50,125.00,125.00,-2.00,"33,794",
111/05/25,"46,896,384","5,933,134,723",127.00,128.00,125.00,127.00,+2.00,"27,589",
111/05/26,"42,106,129","5,344,607,478",128.00,128.50,125.00,125.50,-1.50,"21,137",
111/05/27,"44,104,799","5,616,277,320",127.50,128.00,126.00,128.00,+2.50,"20,522",
111/05/30,"50,603,127","6,444,977,544",128.50,128.50,126.50,127.00,-1.00,"23,493",
111/05/31,"50,146,097","6,269,006,635",127.50,128.00,123.50,124.50,-2.50,"25,594",
111/06/01,"32,110,903","4,048,386,146",125.00,127.00,124.00,126.00,+1.50,"15,922",
111/06/02,"16,592,481","2,094,247,614",125.00,127.00,125.00,126.50,+0.50,"7,968",
111/06/06,"41,553,734","5,299,786,225",127.50,129.00,126.00,126.50, 0.00,"18,790",
111/06/07,"22,780,999","2,895,413,146",126.50,128.00,126.00,127.00,+0.50,"10,227",
111/06/08,"75,965,420","9,829,276,758",128.50,130.50,128.00,130.00,+3.00,"37,900",
111/06/09,"75,560,568","9,574,087,498",126.00,128.00,125.00,126.50,-3.50,"35,815",
111/06/10,"45,264,485","5,682,071,047",125.00,127.00,124.50,126.00,-0.50,"22,413",
111/06/13,"62,827,427","7,648,193,360",123.00,123.50,120.00,120.50,-5.50,"50,634",
111/06/14,"47,743,088","5,801,057,546",119.00,124.00,119.00,123.50,+3.00,"24,143",
111/06/15,"34,392,496","4,237,791,739",123.50,125.00,121.50,122.00,-1.50,"19,329",
111/06/16,"84,576,065","10,119,930,413",123.50,124.50,117.00,117.00,-5.00,"45,781",
111/06/17,"77,260,077","9,117,875,731",115.50,120.00,115.50,119.50,+2.50,"30,454",
111/06/20,"124,121,431","14,003,266,986",119.50,120.00,108.00,111.50,-8.00,"62,982",
111/06/21,"95,132,954","10,484,976,620",112.50,113.50,107.50,109.50,-2.00,"50,370",
111/06/22,"115,542,584","12,018,218,980",110.00,110.50,100.50,101.00,-8.50,"54,663",
111/06/23,"130,489,027","12,857,825,130",101.00,102.50,95.60,96.20,-4.80,"68,444",
111/06/24,"149,441,814","14,859,777,683",98.80,102.00,97.30,98.30,+2.10,"71,431",
111/06/27,"100,928,731","8,664,797,067",85.90,86.10,85.00,86.10,X0.00,"34,066",
111/06/28,"155,585,140","13,898,193,262",87.40,92.70,86.50,91.70,+5.60,"83,919",
111/06/29,"138,866,578","12,125,540,640",89.30,90.20,85.50,85.50,-6.20,"85,150",
111/06/30,"102,535,805","8,476,477,386",84.70,84.80,80.60,82.30,-3.20,"57,724",
111/07/01,"93,608,642","7,533,126,646",82.80,83.80,77.80,77.80,-4.50,"59,840",
111/07/04,"74,407,842","5,807,401,491",78.50,80.20,75.60,78.20,+0.40,"44,454",
111/07/05,"106,329,395","8,589,703,321",80.20,84.80,77.40,82.10,+3.90,"62,895",
111/07/06,"59,683,954","4,868,796,494",81.10,83.00,80.30,80.30,-1.80,"48,068",
111/07/07,"64,866,888","5,310,882,005",80.90,83.50,79.80,83.20,+2.90,"38,855",
111/07/08,"93,346,897","8,057,372,348",85.20,87.40,85.20,86.50,+3.30,"63,060",
111/07/11,"59,102,032","5,177,058,210",88.20,88.70,86.50,88.20,+1.70,"31,693",
111/07/12,"74,796,455","6,234,216,698",85.10,85.90,81.20,82.10,-6.10,"62,636",
111/07/13,"50,456,293","4,291,219,696",85.50,85.90,83.90,83.90,+1.80,"30,582",
111/07/14,"60,311,347","5,195,052,148",84.10,87.70,84.00,87.50,+3.60,"31,399",
111/07/15,"49,670,607","4,284,954,636",87.00,87.20,85.50,86.00,-1.50,"46,237",
111/07/18,"30,012,572","2,589,992,565",86.40,87.30,85.40,85.60,-0.40,"16,763",
111/07/19,"65,013,893","5,688,445,574",86.00,88.50,85.90,87.80,+2.20,"37,450",
111/07/20,"51,567,963","4,514,924,588",88.80,89.10,86.20,86.60,-1.20,"39,998",
111/07/21,"49,109,329","4,323,168,743",87.30,88.80,87.10,88.30,+1.70,"26,395",
111/07/22,"53,610,546","4,776,961,616",88.70,90.10,88.00,89.50,+1.20,"33,830",
111/07/25,"40,036,982","3,489,538,686",88.80,88.80,86.20,86.90,-2.60,"31,790",
111/07/26,"25,801,768","2,237,431,036",86.60,87.80,85.40,86.70,-0.20,"18,327",
111/07/27,"32,833,098","2,880,422,690",87.00,88.50,87.00,88.20,+1.50,"17,996",
111/07/28,"36,661,490","3,190,348,199",88.70,88.80,86.00,86.50,-1.70,"30,519",
111/07/29,"80,505,323","7,205,510,789",87.90,90.40,87.80,89.60,+3.10,"40,454",
111/08/01,"30,000,418","2,686,662,077",89.50,90.30,88.50,90.00,+0.40,"31,871",
111/08/02,"43,773,866","3,832,768,962",88.70,88.80,87.00,87.50,-2.50,"34,116",
111/08/03,"28,378,148","2,482,001,770",88.10,88.50,86.60,87.00,-0.50,"15,946",
111/08/04,"31,293,867","2,710,078,918",86.60,87.60,85.60,87.50,+0.50,"17,008",
111/08/05,"62,851,040","5,647,874,603",89.00,90.50,88.70,90.50,+3.00,"32,552",
111/08/08,"49,731,050","4,476,409,054",89.30,91.20,88.00,91.10,+0.60,"31,660",
111/08/09,"56,757,623","5,230,957,410",90.50,93.50,90.00,93.30,+2.20,"36,260",
111/08/10,"50,308,765","4,635,579,697",91.90,93.40,91.10,91.10,-2.20,"40,445",
111/08/11,"34,362,217","3,159,125,661",92.50,93.20,90.70,91.00,-0.10,"19,736",
111/08/12,"27,998,994","2,553,568,525",91.60,91.80,90.70,91.10,+0.10,"15,513",
111/08/15,"79,245,838","6,982,062,286",90.60,90.60,87.30,87.50,-3.60,"49,899",
111/08/16,"45,952,206","3,968,491,154",87.10,87.70,85.70,86.00,-1.50,"29,925",
111/08/17,"31,613,504","2,742,965,050",86.40,87.40,86.30,86.40,+0.40,"18,302",
111/08/18,"17,326,560","1,499,296,494",86.00,87.00,85.60,86.50,+0.10,"9,848",
111/08/19,"18,900,141","1,636,739,303",86.70,87.10,86.10,86.40,-0.10,"11,230",
111/08/22,"38,291,494","3,214,235,340",85.40,85.40,83.10,83.60,-2.80,"23,827",
111/08/23,"22,849,002","1,902,483,893",82.80,84.20,82.70,83.00,-0.60,"13,792",
111/08/24,"25,352,655","2,090,721,892",83.20,83.60,81.50,82.10,-0.90,"15,465",
111/08/25,"19,619,930","1,633,431,065",82.50,83.90,82.20,83.40,+1.30,"11,912",
111/08/26,"18,814,931","1,577,645,394",84.10,84.40,83.40,83.40, 0.00,"11,430",
111/08/29,"44,879,124","3,542,806,214",79.10,79.90,78.10,79.60,-3.80,"28,718",
111/08/30,"29,444,549","2,326,828,110",79.40,79.90,78.40,78.90,-0.70,"17,552",
111/08/31,"54,338,339","4,239,301,149",78.00,79.20,76.60,78.90, 0.00,"27,796",
111/09/01,"29,742,373","2,302,698,911",77.80,78.20,76.80,76.80,-2.10,"18,717",
111/09/02,"106,576,812","7,799,138,021",76.50,76.50,70.60,71.10,-5.70,"62,316",
111/09/05,"58,186,969","4,119,488,461",69.10,72.30,69.10,70.80,-0.30,"27,281",
111/09/06,"34,268,281","2,442,507,412",71.60,72.10,70.30,70.60,-0.20,"19,316",
111/09/07,"52,878,740","3,660,905,691",69.50,70.30,68.20,69.60,-1.00,"27,115",
111/09/08,"65,964,787","4,498,331,074",70.10,70.30,67.50,67.80,-1.80,"34,529",
111/09/12,"66,946,705","4,711,366,050",68.70,72.30,68.10,71.00,+3.20,"33,823",
111/09/13,"32,963,799","2,359,788,728",72.40,72.50,70.80,71.10,+0.10,"19,295",
111/09/14,"42,500,403","2,984,003,222",68.50,71.80,68.50,71.80,+0.70,"20,842",
111/09/15,"56,030,459","4,086,677,039",72.00,74.30,71.40,72.60,+0.80,"30,986",
111/09/16,"49,766,008","3,584,475,589",71.30,73.50,71.00,73.50,+0.90,"21,331",
111/09/19,"77,373,851","5,383,883,864",72.00,72.00,67.60,68.00,-5.50,"42,220",
111/09/20,"47,538,753","3,289,180,435",69.20,70.20,68.50,68.50,+0.50,"22,706",
111/09/21,"73,783,506","5,071,517,207",68.50,70.20,66.80,68.90,+0.40,"36,516",
111/09/22,"59,916,411","4,024,226,664",68.00,68.50,66.00,66.50,-2.40,"32,691",
111/09/23,"48,760,247","3,309,215,004",66.30,68.80,66.30,67.40,+0.90,"26,376",
111/09/26,"93,212,323","5,889,522,086",66.10,66.60,61.50,61.60,-5.80,"44,970",
111/09/27,"61,679,959","3,897,720,751",63.00,64.20,62.30,63.80,+2.20,"28,585",
111/09/28,"65,279,134","3,999,934,377",63.20,63.30,60.20,60.30,-3.50,"39,249",
111/09/29,"64,000,331","3,907,704,355",61.80,62.50,59.90,59.90,-0.40,"28,177",
111/09/30,"66,015,295","3,935,505,005",58.20,61.70,57.90,61.50,+1.60,"28,934",
111/10/03,"74,996,120","4,739,787,811",61.00,64.70,60.60,63.50,+2.00,"38,236",
111/10/04,"58,020,208","3,714,325,693",65.50,65.70,63.10,63.80,+0.30,"28,952",
111/10/05,"61,979,095","4,033,738,169",64.30,66.20,64.10,64.70,+0.90,"29,375",
111/10/06,"51,593,702","3,298,824,406",64.90,65.30,62.70,65.00,+0.30,"26,917",
111/10/07,"30,760,407","2,005,378,664",64.20,65.90,64.20,65.10,+0.10,"15,677",
111/10/11,"41,147,851","2,633,025,695",63.50,64.90,63.10,63.70,-1.40,"18,079",
111/10/12,"53,174,041","3,293,341,048",63.90,64.30,60.80,61.60,-2.10,"25,060",
111/10/13,"42,490,915","2,569,478,369",61.90,62.30,59.10,59.30,-2.30,"20,049",
111/10/14,"65,445,711","4,078,276,640",61.20,64.00,60.20,62.80,+3.50,"29,217",
111/10/17,"104,927,842","6,144,310,418",61.60,61.60,56.60,60.00,-2.80,"47,765",
111/10/18,"50,073,254","3,095,109,386",60.80,62.60,60.70,61.90,+1.90,"24,774",
111/10/19,"45,574,110","2,877,049,679",62.20,63.90,61.90,63.00,+1.10,"22,565",
111/10/20,"62,011,328","3,729,697,595",61.60,61.80,58.70,61.80,-1.20,"34,838",
111/10/21,"28,396,801","1,748,445,987",61.00,62.30,60.60,61.00,-0.80,"14,034",
111/10/24,"42,254,316","2,664,899,879",63.00,63.80,62.00,62.10,+1.10,"19,194",
111/10/25,"34,724,936","2,147,117,558",62.10,62.50,61.20,61.50,-0.60,"16,506",
111/10/26,"39,624,613","2,417,527,961",61.50,62.00,59.80,61.90,+0.40,"18,215",
111/10/27,"40,060,909","2,493,628,394",62.00,63.20,61.00,63.20,+1.30,"19,090",
111/10/28,"46,204,221","2,839,853,807",62.10,62.80,60.40,60.60,-2.60,"27,870",
111/10/31,"35,927,511","2,165,572,014",60.20,61.10,59.60,60.20,-0.40,"15,065",
111/11/01,"39,904,928","2,382,366,441",60.60,60.80,58.80,59.10,-1.10,"19,087",
111/11/02,"52,347,081","3,172,465,347",60.60,61.40,59.50,59.80,+0.70,"21,711",
111/11/03,"34,770,918","2,060,614,514",58.10,60.30,57.80,60.20,+0.40,"17,499",
111/11/04,"50,233,273","3,056,389,219",59.30,61.80,59.20,61.20,+1.00,"24,999",
111/11/07,"45,185,199","2,819,694,823",62.50,63.00,61.60,62.30,+1.10,"21,443",
111/11/08,"72,676,611","4,645,617,329",63.10,65.40,62.60,63.40,+1.10,"35,055",
111/11/09,"48,008,806","3,071,847,447",64.10,64.70,63.00,64.50,+1.10,"22,405",
111/11/10,"37,917,246","2,442,535,656",63.30,65.10,63.20,64.30,-0.20,"17,430",
111/11/11,"65,686,636","4,309,924,389",67.00,67.50,64.30,65.20,+0.90,"30,790",
111/11/14,"43,007,532","2,839,457,394",65.60,66.60,64.90,66.20,+1.00,"20,578",
111/11/15,"41,053,724","2,689,594,746",66.80,66.80,64.80,65.30,-0.90,"19,787",
111/11/16,"37,483,183","2,433,643,649",65.40,65.80,64.30,64.60,-0.70,"18,888",
111/11/17,"20,497,975","1,327,904,162",64.70,65.30,64.20,64.80,+0.20,"11,146",
111/11/18,"31,323,175","1,999,333,107",64.80,64.90,62.90,63.00,-1.80,"16,900",
